case_number,source,prompt,evaluation_seed
000000031730,coco-30k,A white toilet in a bathroom with a digital arm rest.,62002
000000102637,coco-30k,An airliner is descending over the water to an airport.,83301
000000186368,coco-30k,a smiling woman wearing sunglasses in the snow ,89827
000000430302,coco-30k,A man riding on top of a surfboard next to a  woman in the ocean.,30570
000000054766,coco-30k,Two men watch as yellow aircraft flies over a lake.,69550
000000221753,coco-30k,A refrigerator freezer sitting inside of a kitchen next to a window.,77460
000000047255,coco-30k,Two giraffes stand side by side in a fenced in enclosure.,71394
000000562160,coco-30k,a bookshelf with books and a small statue of a bicycle with a basket.,70922
000000123017,coco-30k,a wooden desk outdoors with pink flowers in front of it.,66864
000000480757,coco-30k,A white toilet with a black lid sitting in a bathroom.,1333
000000330455,coco-30k,A bus driving down a street next to a car.,56127
000000524850,coco-30k,A crowd of people standing around a bus next to a parked jetliner.,50543
000000044294,coco-30k,A black refrigerator freezer sitting next to a dishwasher.,62015
000000575544,coco-30k,A gray motorcycle parked in a parking lot.,82120
000000258523,coco-30k,A black cat laying on the tank of a toilet.,89934
000000460145,coco-30k,A herd of sheep walking down a road in front of a silver truck.,98379
000000468885,coco-30k,A white toilet under a window next to a sink.,98197
000000546388,coco-30k,A man standing next to a red motorcycle next to a orange van.,23575
000000296969,coco-30k,A group of giraffe standing next to each other.,88233
000000199977,coco-30k,The airplane in the sky is doing tricks while spitting out smoke. ,45429
000000311954,coco-30k,A clean organized and fully furnished living area.,3673
000000404444,coco-30k,A woman kissing a giraffe over a wooden fence.,87233
000000218637,coco-30k,A motorcycle parked in front of a house.,77363
000000440299,coco-30k,A white toilet in a bathroom next to toilet paper.,33104
000000078701,coco-30k,A woman holding a large sheet cake in front of a screen.,59635
000000140658,coco-30k,A brick building with a tall clock tower beside it.,91577
000000104015,coco-30k,Two urinals in wall with a white divider.,59905
000000113139,coco-30k,There is alcohol and ginger ale on the tray.,28229
000000022191,coco-30k,A single toilet on black and white tiles.,92432
000000296459,coco-30k,The man is sitting in front of a laptop with his hands over it. ,5901
000000273470,coco-30k,Woman standing behind open refrigerator door in modern kitchen.,89858
000000560830,coco-30k,A black and white dog on a brown tile floor next to counter.,86947
000000270918,coco-30k,A sharp steeple on a building is lit in the sky.,3474
000000209239,coco-30k,A tasteful white and beige bathroom features and oval sink and large mirror.,57766
000000568653,coco-30k,A shiny black motorcycle with gleaming chrome is parked on a city sidewalk.,35118
000000105249,coco-30k,A small bathroom has an open toilet seat.,11965
000000020342,coco-30k,Aerial tricks performed on red bike over stacked skateboards with photographer in background.,35124
000000578107,coco-30k,Lap top computer and monitor on a desk with assorted papers and devices.,74085
000000452158,coco-30k,Sheep grazing on the side of a country road,60020
000000294131,coco-30k,This bathroom looks like a very compact one.,65047
000000406119,coco-30k,a little plane landing on the water ,64780
000000352093,coco-30k,Two metal vats on a brick space next to wall.,30468
000000381323,coco-30k,A cat sits on the edge of a bathroom sink.,79733
000000102497,coco-30k,"The back of a large, blue motorcycle and rider",33611
000000407614,coco-30k,A smaller kitchen with a very decorated fridge. ,49199
000000123555,coco-30k,Many people bike through the streets at night.,20842
000000135666,coco-30k,Three motorcycles stop at an intersection at an oriental restaurant.,58815
000000084241,coco-30k,A group of women in kitchen next to pot.,45636
000000275749,coco-30k,A group of people standing in a room.,17024
000000059383,coco-30k,A large kitchen with wood cabinets and black accents.,7267
000000241124,coco-30k,A young man has his foot placed on a pole while another looks on. ,63592
000000400658,coco-30k,a bike sitting by a pole in a narrow alley,82698
000000267521,coco-30k,An American Airlines jet plane parked near a terminal.,68362
000000266400,coco-30k,a row of motorcycles parked on a city street,28502
000000237735,coco-30k,A sleek gray plane flying through a cloudy sky.,6115
000000437898,coco-30k,A medium sized home kitchen with wood cabinets.,64515
000000459400,coco-30k,A person lying down by an open toilet! ,39869
000000505447,coco-30k,A plate that is flying in the air during the day.,15750
000000032992,coco-30k,A picture of a wooden container with crosses on it.,85367
000000154589,coco-30k,A woman standing in a kitchen with a dog.,99337
000000232348,coco-30k,Toaster and blender plugged in on a kitchen counter.,20723
000000107123,coco-30k,"Bathroom with white pedestal sink, bathtub and shower, and commode.",30541
000000102331,coco-30k,A person on a motorcycle in the dirt doing tricks. ,47581
000000196793,coco-30k,A full view of a bathroom with the shower and sink. ,82096
000000339588,coco-30k,A kitchen with a stove and a microwave.,89196
000000492878,coco-30k,A bathroom sink and its reflection in the mirror.,77730
000000451234,coco-30k,People walking down a sidewalk passing Chinese restaurants.,618
000000487631,coco-30k,Photo taken from inside a car showing lamb in the street.,1028
000000177069,coco-30k,Man lounging on a boat giving a thumb up.,64582
000000344561,coco-30k,a bathroom with two sinks and a mirror ,43340
000000533201,coco-30k,a jumbo jet sits parked in an airport ,38069
000000029224,coco-30k,a toilet sits in front of a bath tub,67791
000000440284,coco-30k,Three young men are standing next to four bicycles.,82717
000000471642,coco-30k,Passengers getting on and off of a tram at the station. ,91589
000000032456,coco-30k,A giraffe and a zebra are on the grass near trees & cars. ,54840
000000478093,coco-30k,A white air plane flying in the air with its landing gear.,41481
000000507879,coco-30k,A dark picture of a toilet with a small roll of toilet paper on the back of the tank.,65698
000000174871,coco-30k,A photograph of a cat and mouse on top of a dog.,21047
000000214046,coco-30k,A picture of an older man cutting a turkey on the counter.,33578
000000081210,coco-30k,A young couple sharing an umbrella in pouring rain.,74673
000000497002,coco-30k,Two people are standing in a kitchen talking about a phone,97366
000000365556,coco-30k,A window shot of a plane in the air with another plane present. ,35233
000000320098,coco-30k,A shelving unit containing items next to a vegetable rack.,20083
000000277073,coco-30k,Two people are on a bike together traveling down the road. ,34362
000000545114,coco-30k,A man dressed in a helmet and goggles indoors has a goofy smile on and his hand raised. ,40767
000000435387,coco-30k,Two individuals wearing the same thing sitting on a bench.,55325
000000559440,coco-30k,"very small bath with stand-up shower, commode and sink",32877
000000323760,coco-30k,A toilet is shown in a bare room.,53823
000000059973,coco-30k,There is a lovely bathroom with a full-size sunken Jacuzzi.,9496
000000301453,coco-30k,"Two men are crouched down, working on a motorcycle",83798
000000240501,coco-30k,"A bathroom with a shower, toilet, and sink.",17448
000000235833,coco-30k,A toilet is shown against a wall with wires.,79885
000000042968,coco-30k,A plane is somewhat distant away from the green grass. ,52295
000000245764,coco-30k,A cat sits on the edge of a toilet.,49251
000000162939,coco-30k,A plane is parked near the pretty blue ocean. ,63
000000058472,coco-30k,"A bathroom with blue walls, a white commode and a contemporary white sink without faucets.",77023
000000283131,coco-30k,"Doorway view into bathroom area with sink, toilet and tub.",12752
000000526767,coco-30k,A bathroom with a stall shower and a white sink basin.,99890
000000362343,coco-30k,A busy road with people on bikes and in vehicles is shown.,70744
000000412963,coco-30k,A dog rides on the back of a sheep.,1026
000000201555,coco-30k,A sign is displayed next to piles of sand.,60243
000000480985,coco-30k,The shiny motorcycle has been put on display.,32547
000000465357,coco-30k,The apples on the table are being peeled.,61841
000000459487,coco-30k,Two sheep graze in a valley near a small town.,57760
000000024790,coco-30k,A plane has its wings folded up towards the body.,96496
000000345027,coco-30k,A scooter and tiny truck at a beach dry dock.,24663
000000430525,coco-30k,Two women are sitting on benches and one has a purse and shopping bag beside her.,94962
000000305101,coco-30k,a railroad crossing and some cars and trees,11658
000000435569,coco-30k,a zebra a giraffe and some birds by some water,21145
000000520910,coco-30k,A lady is standing in pastel colored bathroom in front of the bathtub and there are christmas lights hanging up outside of the doorway. ,76683
000000519569,coco-30k,a kitchen with a refrigerator a counter with chairs,38570
000000486488,coco-30k,A public bathroom stall with a toilet and trashcan.,47977
000000397133,coco-30k,A man is in a kitchen making pizzas.,48528
000000483767,coco-30k,a air plane that is a model conected to a pole.,60175
000000173379,coco-30k,Four apples sitting in a bowl viewed from above.,84270
000000287830,coco-30k,A couple of planes that are out in the airport.,93992
000000480951,coco-30k,Cars and traffic signals light up the streets at night around a busy intersection.,38035
000000131504,coco-30k,A BRICK TOWER WITH A BIG CLOCK IN THE MIDDLE OF IT.,83217
000000204448,coco-30k,"A kitchen complete with a microwave, sink, and dishwasher.",18232
000000217846,coco-30k,a taillight is in a rear view mirror and some cars,89172
000000106120,coco-30k,A small bathroom stall with a toilet and wash basin.,24905
000000362127,coco-30k,Elegant marbled bathroom with blinds and toiletries with mirror,91625
000000113801,coco-30k,Airplane with vintage bus in front of air plane hangar,69197
000000465545,coco-30k,Bathroom with wood trim and toiletries with window,77113
